Epoch,Train Loss,Validation Loss
1,0.2213805204500323,2.7875395715236664
2,0.07109196030575296,1.7466116845607758
3,0.04396186847146094,1.5509041249752045
4,0.237139243916001,5.631637334823608
5,0.15021455547083978,0.4656124785542488
6,0.11851919158969236,0.1416289247572422
7,0.08776821914817327,0.06553742662072182
8,0.08290870088840956,0.050466705462895334
9,0.05635537982553891,0.051924317609518766
10,0.030200456593023693,0.030553151707863435
