Epoch,Train Loss,Validation Loss
1,0.26581012728907494,0.853666365146637
2,0.08008936300630802,0.10276500100735575
3,0.1063128740972151,0.2500599338527536
4,0.17126195323046134,0.15435574622824788
5,0.0525750400012602,0.16256964392960072
6,0.035949349565350494,0.04127822956070304
7,0.02218511850957799,0.046136634424328804
8,0.01678145342789914,0.021374694304540753
9,0.01766883115709314,0.03515088587300852
10,0.013509626935600587,0.023725747014395893
