Epoch,Train Loss,Validation Loss
1,0.1911952292303676,15.057204484939575
2,0.16712260505427484,0.14203152526170015
3,0.05267138532160417,0.41591956466436386
4,0.055390606072488364,0.15036026341840625
5,0.059107813933540296,1.0106716454029083
6,0.010662494637274547,0.0192866085562855
7,0.014256067212124395,0.011498761479742825
8,0.008686185070394498,0.016123450477607548
9,0.004808871462718462,0.014563249540515244
10,0.002723041089231391,0.008230502309743315
