Epoch,Train Loss,Validation Loss
1,0.14032655517044273,0.286358401102234
2,0.05343586653875916,0.38830924274863854
3,0.03647956534531777,0.044984357503381034
4,0.02774324740407199,0.2247600252740085
5,0.01758588420773816,0.02755852512200363
6,0.02937632540630622,0.02375850560821391
7,0.019715757733059076,0.025120815029367805
8,0.017039207663559784,0.026383215823443606
9,0.01932321269328974,0.02439796837279573
10,0.016384317595625558,0.021993888411088847
